season,round,raceName,date,time,circuitId,circuit,location,country,long,lat
1997,16,Japanese Grand Prix,1997-10-12,N/A,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
1997,17,European Grand Prix,1997-10-26,N/A,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,-6.03417,36.7083
1998,1,Australian Grand Prix,1998-03-08,N/A,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
1998,2,Brazilian Grand Prix,1998-03-29,N/A,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
1998,3,Argentine Grand Prix,1998-04-12,N/A,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-58.4593,-34.6943
1998,4,San Marino Grand Prix,1998-04-26,N/A,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,11.7167,44.3439
1998,5,Spanish Grand Prix,1998-05-10,N/A,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
1998,6,Monaco Grand Prix,1998-05-24,N/A,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
1998,7,Canadian Grand Prix,1998-06-07,N/A,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
1998,8,French Grand Prix,1998-06-28,N/A,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
1998,9,British Grand Prix,1998-07-12,N/A,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
1998,10,Austrian Grand Prix,1998-07-26,N/A,red_bull_ring,Red Bull Ring,Spielberg,Austria,14.7647,47.2197
1998,11,German Grand Prix,1998-08-02,N/A,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
1998,12,Hungarian Grand Prix,1998-08-16,N/A,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
1998,13,Belgian Grand Prix,1998-08-30,N/A,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
1998,14,Italian Grand Prix,1998-09-13,N/A,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
1998,15,Luxembourg Grand Prix,1998-09-27,N/A,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
1998,16,Japanese Grand Prix,1998-11-01,N/A,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
1999,1,Australian Grand Prix,1999-03-07,N/A,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
1999,2,Brazilian Grand Prix,1999-04-11,N/A,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
1999,3,San Marino Grand Prix,1999-05-02,N/A,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,11.7167,44.3439
1999,4,Monaco Grand Prix,1999-05-16,N/A,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
1999,5,Spanish Grand Prix,1999-05-30,N/A,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
1999,6,Canadian Grand Prix,1999-06-13,N/A,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
1999,7,French Grand Prix,1999-06-27,N/A,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
1999,8,British Grand Prix,1999-07-11,N/A,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
1999,9,Austrian Grand Prix,1999-07-25,N/A,red_bull_ring,Red Bull Ring,Spielberg,Austria,14.7647,47.2197
1999,10,German Grand Prix,1999-08-01,N/A,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
1999,11,Hungarian Grand Prix,1999-08-15,N/A,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
1999,12,Belgian Grand Prix,1999-08-29,N/A,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
1999,13,Italian Grand Prix,1999-09-12,N/A,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
1999,14,European Grand Prix,1999-09-26,N/A,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
1999,15,Malaysian Grand Prix,1999-10-17,N/A,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
1999,16,Japanese Grand Prix,1999-10-31,N/A,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2000,1,Australian Grand Prix,2000-03-12,N/A,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2000,2,Brazilian Grand Prix,2000-03-26,N/A,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2000,3,San Marino Grand Prix,2000-04-09,N/A,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,11.7167,44.3439
2000,4,British Grand Prix,2000-04-23,N/A,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2000,5,Spanish Grand Prix,2000-05-07,N/A,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2000,6,European Grand Prix,2000-05-21,N/A,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
2000,7,Monaco Grand Prix,2000-06-04,N/A,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2000,8,Canadian Grand Prix,2000-06-18,N/A,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2000,9,French Grand Prix,2000-07-02,N/A,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
2000,10,Austrian Grand Prix,2000-07-16,N/A,red_bull_ring,Red Bull Ring,Spielberg,Austria,14.7647,47.2197
2000,11,German Grand Prix,2000-07-30,N/A,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
2000,12,Hungarian Grand Prix,2000-08-13,N/A,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2000,13,Belgian Grand Prix,2000-08-27,N/A,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
2000,14,Italian Grand Prix,2000-09-10,N/A,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2000,15,United States Grand Prix,2000-09-24,N/A,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,-86.2347,39.795
2000,16,Japanese Grand Prix,2000-10-08,N/A,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2000,17,Malaysian Grand Prix,2000-10-22,N/A,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2001,1,Australian Grand Prix,2001-03-04,N/A,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2001,2,Malaysian Grand Prix,2001-03-18,N/A,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2001,3,Brazilian Grand Prix,2001-04-01,N/A,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2001,4,San Marino Grand Prix,2001-04-15,N/A,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,11.7167,44.3439
2001,5,Spanish Grand Prix,2001-04-29,N/A,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2001,6,Austrian Grand Prix,2001-05-13,N/A,red_bull_ring,Red Bull Ring,Spielberg,Austria,14.7647,47.2197
2001,7,Monaco Grand Prix,2001-05-27,N/A,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2001,8,Canadian Grand Prix,2001-06-10,N/A,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2001,9,European Grand Prix,2001-06-24,N/A,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
2001,10,French Grand Prix,2001-07-01,N/A,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
2001,11,British Grand Prix,2001-07-15,N/A,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2001,12,German Grand Prix,2001-07-29,N/A,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
2001,13,Hungarian Grand Prix,2001-08-19,N/A,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2001,14,Belgian Grand Prix,2001-09-02,N/A,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
2001,15,Italian Grand Prix,2001-09-16,N/A,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2001,16,United States Grand Prix,2001-09-30,N/A,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,-86.2347,39.795
2001,17,Japanese Grand Prix,2001-10-14,N/A,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2002,1,Australian Grand Prix,2002-03-03,N/A,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2002,2,Malaysian Grand Prix,2002-03-17,N/A,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2002,3,Brazilian Grand Prix,2002-03-31,N/A,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2002,4,San Marino Grand Prix,2002-04-14,N/A,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,11.7167,44.3439
2002,5,Spanish Grand Prix,2002-04-28,N/A,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2002,6,Austrian Grand Prix,2002-05-12,N/A,red_bull_ring,Red Bull Ring,Spielberg,Austria,14.7647,47.2197
2002,7,Monaco Grand Prix,2002-05-26,N/A,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2002,8,Canadian Grand Prix,2002-06-09,N/A,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2002,9,European Grand Prix,2002-06-23,N/A,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
2002,10,British Grand Prix,2002-07-07,N/A,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2002,11,French Grand Prix,2002-07-21,N/A,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
2002,12,German Grand Prix,2002-07-28,N/A,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
2002,13,Hungarian Grand Prix,2002-08-18,N/A,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2002,14,Belgian Grand Prix,2002-09-01,N/A,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
2002,15,Italian Grand Prix,2002-09-15,N/A,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2002,16,United States Grand Prix,2002-09-29,N/A,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,-86.2347,39.795
2002,17,Japanese Grand Prix,2002-10-13,N/A,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2003,1,Australian Grand Prix,2003-03-09,N/A,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2003,2,Malaysian Grand Prix,2003-03-23,N/A,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2003,3,Brazilian Grand Prix,2003-04-06,N/A,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2003,4,San Marino Grand Prix,2003-04-20,N/A,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,11.7167,44.3439
2003,5,Spanish Grand Prix,2003-05-04,N/A,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2003,6,Austrian Grand Prix,2003-05-18,N/A,red_bull_ring,Red Bull Ring,Spielberg,Austria,14.7647,47.2197
2003,7,Monaco Grand Prix,2003-06-01,N/A,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2003,8,Canadian Grand Prix,2003-06-15,N/A,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2003,9,European Grand Prix,2003-06-29,N/A,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
2003,10,French Grand Prix,2003-07-06,N/A,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
2003,11,British Grand Prix,2003-07-20,N/A,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2003,12,German Grand Prix,2003-08-03,N/A,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
2003,13,Hungarian Grand Prix,2003-08-24,N/A,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2003,14,Italian Grand Prix,2003-09-14,N/A,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2003,15,United States Grand Prix,2003-09-28,N/A,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,-86.2347,39.795
2003,16,Japanese Grand Prix,2003-10-12,N/A,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2004,1,Australian Grand Prix,2004-03-07,N/A,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2004,2,Malaysian Grand Prix,2004-03-21,N/A,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2004,3,Bahrain Grand Prix,2004-04-04,N/A,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
2004,4,San Marino Grand Prix,2004-04-25,N/A,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,11.7167,44.3439
2004,5,Spanish Grand Prix,2004-05-09,N/A,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2004,6,Monaco Grand Prix,2004-05-23,N/A,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2004,7,European Grand Prix,2004-05-30,N/A,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
2004,8,Canadian Grand Prix,2004-06-13,N/A,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2004,9,United States Grand Prix,2004-06-20,N/A,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,-86.2347,39.795
2004,10,French Grand Prix,2004-07-04,N/A,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
2004,11,British Grand Prix,2004-07-11,N/A,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2004,12,German Grand Prix,2004-07-25,N/A,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
2004,13,Hungarian Grand Prix,2004-08-15,N/A,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2004,14,Belgian Grand Prix,2004-08-29,N/A,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
2004,15,Italian Grand Prix,2004-09-12,N/A,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2004,16,Chinese Grand Prix,2004-09-26,N/A,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
2004,17,Japanese Grand Prix,2004-10-10,N/A,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2004,18,Brazilian Grand Prix,2004-10-24,N/A,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2005,1,Australian Grand Prix,2005-03-06,14:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2005,2,Malaysian Grand Prix,2005-03-20,15:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2005,3,Bahrain Grand Prix,2005-04-03,14:30:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
2005,4,San Marino Grand Prix,2005-04-24,14:00:00Z,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,11.7167,44.3439
2005,5,Spanish Grand Prix,2005-05-08,14:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2005,6,Monaco Grand Prix,2005-05-22,14:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2005,7,European Grand Prix,2005-05-29,14:00:00Z,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
2005,8,Canadian Grand Prix,2005-06-12,13:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2005,9,United States Grand Prix,2005-06-19,14:00:00Z,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,-86.2347,39.795
2005,10,French Grand Prix,2005-07-03,14:00:00Z,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
2005,11,British Grand Prix,2005-07-10,14:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2005,12,German Grand Prix,2005-07-24,14:00:00Z,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
2005,13,Hungarian Grand Prix,2005-07-31,14:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2005,14,Turkish Grand Prix,2005-08-21,15:00:00Z,istanbul,Istanbul Park,Istanbul,Turkey,29.405,40.9517
2005,15,Italian Grand Prix,2005-09-04,14:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2005,16,Belgian Grand Prix,2005-09-11,14:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
2005,17,Brazilian Grand Prix,2005-09-25,14:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2005,18,Japanese Grand Prix,2005-10-09,14:00:00Z,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2005,19,Chinese Grand Prix,2005-10-16,14:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
2006,1,Bahrain Grand Prix,2006-03-12,14:30:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
2006,2,Malaysian Grand Prix,2006-03-19,15:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2006,3,Australian Grand Prix,2006-04-02,14:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2006,4,San Marino Grand Prix,2006-04-23,14:00:00Z,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,11.7167,44.3439
2006,5,European Grand Prix,2006-05-07,14:00:00Z,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
2006,6,Spanish Grand Prix,2006-05-14,14:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2006,7,Monaco Grand Prix,2006-05-28,14:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2006,8,British Grand Prix,2006-06-11,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2006,9,Canadian Grand Prix,2006-06-25,13:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2006,10,United States Grand Prix,2006-07-02,14:00:00Z,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,-86.2347,39.795
2006,11,French Grand Prix,2006-07-16,14:00:00Z,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
2006,12,German Grand Prix,2006-07-30,14:00:00Z,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
2006,13,Hungarian Grand Prix,2006-08-06,14:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2006,14,Turkish Grand Prix,2006-08-27,15:00:00Z,istanbul,Istanbul Park,Istanbul,Turkey,29.405,40.9517
2006,15,Italian Grand Prix,2006-09-10,14:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2006,16,Chinese Grand Prix,2006-10-01,14:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
2006,17,Japanese Grand Prix,2006-10-08,14:00:00Z,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2006,18,Brazilian Grand Prix,2006-10-22,14:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2007,1,Australian Grand Prix,2007-03-18,03:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2007,2,Malaysian Grand Prix,2007-04-08,07:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2007,3,Bahrain Grand Prix,2007-04-15,11:30:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
2007,4,Spanish Grand Prix,2007-05-13,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2007,5,Monaco Grand Prix,2007-05-27,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2007,6,Canadian Grand Prix,2007-06-10,17:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2007,7,United States Grand Prix,2007-06-17,17:00:00Z,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,-86.2347,39.795
2007,8,French Grand Prix,2007-07-01,12:00:00Z,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
2007,9,British Grand Prix,2007-07-08,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2007,10,European Grand Prix,2007-07-22,12:00:00Z,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
